NO.	Time	Interval	Indoor Temperature(°C)	Indoor Humidity(%)	Outdoor Temperature(°C)	Outdoor Humidity(%)	Relative Pressure(hpa)	Absolute Pressure(hpa)	Wind Speed(km/h)	Gust(km/h)	Wind Direction	DewPoint(°C)	WindChill(°C)	Hour Rainfall(mm)	24 Hour Rainfall(mm)	Week Rainfall(mm)	Month Rainfall(mm)	Total Rainfall(mm)
441	8/08/2016 4:13:31 PM	30	28.6	41	20.6	51	1014.8	1020.4	2.5	5.0	E	10.1	20.6	0.00	0.00	2.70	2.70	2.70
442	8/08/2016 4:43:31 PM	30	35.7	21	21.6	49	1014.9	1020.5	2.5	5.0	E	10.5	21.6	0.00	0.00	2.70	2.70	2.70
443	8/08/2016 5:13:31 PM	30	28.8	32	19.6	57	1015.6	1021.2	2.5	3.6	SE	10.9	19.6	0.00	0.00	2.70	2.70	2.70
444	8/08/2016 5:43:31 PM	30	24.2	39	18.6	59	1016.0	1021.6	0.0	1.1	E	10.5	18.6	0.00	0.00	2.70	2.70	2.70
445	8/08/2016 6:13:31 PM	30	21.7	45	17.7	62	1016.2	1021.8	0.0	0.0	E	10.4	17.7	0.00	0.00	2.70	2.70	2.70
446	8/08/2016 6:43:31 PM	30	20.3	50	16.6	67	1016.5	1022.1	0.0	0.0	E	10.5	16.6	0.00	0.00	2.70	2.70	2.70
447	8/08/2016 7:13:31 PM	30	19.0	53	15.8	72	1016.5	1022.1	0.0	0.0	E	10.8	15.8	0.00	0.00	2.70	2.70	2.70
448	8/08/2016 7:43:31 PM	30	18.1	56	15.4	75	1016.6	1022.2	0.0	0.0	E	11.0	15.4	0.00	0.00	2.70	2.70	2.70
449	8/08/2016 8:13:31 PM	30	17.4	58	15.1	77	1016.6	1022.2	0.0	0.0	E	11.1	15.1	0.00	0.00	2.70	2.70	2.70
450	8/08/2016 8:43:31 PM	30	16.5	61	14.6	79	1016.5	1022.1	0.0	0.0	E	11.0	14.6	0.00	0.00	2.70	2.70	2.70
451	8/08/2016 9:13:31 PM	30	15.9	63	14.7	77	1016.8	1022.4	0.0	0.0	E	10.7	14.7	0.00	0.00	2.70	2.70	2.70
452	8/08/2016 9:43:31 PM	30	15.8	64	14.0	81	1016.8	1022.4	0.0	0.0	E	10.8	14.0	0.00	0.00	2.70	2.70	2.70
453	8/08/2016 10:13:31 PM	30	15.5	66	13.6	83	1017.0	1022.6	0.0	0.0	E	10.8	13.6	0.00	0.00	2.70	2.70	2.70
454	8/08/2016 10:43:31 PM	30	15.0	67	13.1	85	1016.9	1022.5	0.0	0.0	E	10.7	13.1	0.00	0.00	2.70	2.70	2.70
455	8/08/2016 11:13:31 PM	30	14.7	68	12.7	87	1016.8	1022.4	0.0	0.0	E	10.6	12.7	0.00	0.00	2.70	2.70	2.70
456	8/08/2016 11:43:31 PM	30	14.3	70	12.5	88	1017.0	1022.6	0.0	0.0	E	10.6	12.5	0.00	0.00	2.70	2.70	2.70
457	9/08/2016 12:13:31 AM	30	14.0	71	12.4	89	1016.9	1022.5	0.0	0.0	E	10.7	12.4	0.00	0.00	2.70	2.70	2.70
458	9/08/2016 12:43:31 AM	30	13.8	72	--.-	--	1016.9	1022.5	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
459	9/08/2016 1:13:31 AM	30	13.6	73	--.-	--	1016.6	1022.2	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
460	9/08/2016 1:43:31 AM	30	13.4	74	--.-	--	1016.3	1021.9	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
461	9/08/2016 2:13:31 AM	30	13.3	74	--.-	--	1016.2	1021.8	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
462	9/08/2016 2:43:31 AM	30	13.2	75	--.-	--	1016.0	1021.6	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
463	9/08/2016 3:13:31 AM	30	13.1	76	--.-	--	1015.9	1021.5	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
464	9/08/2016 3:43:31 AM	30	12.9	76	11.6	92	1015.9	1021.5	0.0	0.0	E	10.4	11.6	0.00	0.00	2.70	2.70	2.70
465	9/08/2016 4:13:31 AM	30	12.7	76	--.-	--	1016.0	1021.6	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
466	9/08/2016 4:43:31 AM	30	12.3	77	11.5	93	1016.2	1021.8	0.0	1.1	S	10.4	11.5	0.00	0.00	2.70	2.70	2.70
467	9/08/2016 5:13:31 AM	30	12.2	77	--.-	--	1016.2	1021.8	--.-	--.-	---	--.-	--.-	0.00	0.00	2.70	2.70	2.70
468	9/08/2016 5:43:31 AM	30	12.0	78	11.0	94	1016.2	1021.8	1.1	3.6	SSE	10.1	11.0	0.00	0.00	2.70	2.70	2.70
469	9/08/2016 6:13:31 AM	30	11.8	79	11.0	94	1016.6	1022.2	0.0	0.0	S	10.1	11.0	0.00	0.00	2.70	2.70	2.70
470	9/08/2016 6:43:31 AM	30	11.6	80	11.0	94	1016.6	1022.2	1.1	2.5	SW	10.1	11.0	0.00	0.00	2.70	2.70	2.70
471	9/08/2016 7:13:31 AM	30	11.6	82	11.4	93	1017.1	1022.7	2.5	3.6	SSW	10.3	11.4	0.00	0.00	2.70	2.70	2.70
472	9/08/2016 7:43:31 AM	30	11.9	84	12.5	89	1017.3	1022.9	0.0	1.1	SSW	10.8	12.5	0.00	0.00	2.70	2.70	2.70
473	9/08/2016 8:13:31 AM	30	12.4	84	13.4	83	1017.5	1023.1	1.1	2.5	SW	10.6	13.4	0.00	0.00	2.70	2.70	2.70
474	9/08/2016 8:43:31 AM	30	13.4	83	15.4	73	1017.6	1023.2	2.5	6.1	SW	10.6	15.4	0.00	0.00	2.70	2.70	2.70
475	9/08/2016 9:13:31 AM	30	14.7	78	16.4	66	1017.5	1023.1	2.5	6.1	S	10.1	16.4	0.00	0.00	2.70	2.70	2.70
476	9/08/2016 9:43:31 AM	30	15.7	73	17.2	65	1017.6	1023.2	2.5	5.0	W	10.6	17.2	0.00	0.00	2.70	2.70	2.70
477	9/08/2016 10:13:31 AM	30	17.3	68	18.4	60	1017.3	1022.9	1.1	2.5	W	10.5	18.4	0.00	0.00	2.70	2.70	2.70
478	9/08/2016 10:43:31 AM	30	18.8	61	19.3	56	1017.0	1022.6	1.1	3.6	W	10.3	19.3	0.00	0.00	2.70	2.70	2.70
479	9/08/2016 11:13:31 AM	30	20.1	57	20.1	54	1016.8	1022.4	2.5	5.0	SW	10.5	20.1	0.00	0.00	2.70	2.70	2.70
480	9/08/2016 11:43:31 AM	30	21.3	50	20.9	50	1016.5	1022.1	2.5	5.0	SW	10.1	20.9	0.00	0.00	2.70	2.70	2.70
481	9/08/2016 12:13:31 PM	30	22.2	45	22.0	43	1015.8	1021.4	1.1	2.5	S	8.9	22.0	0.00	0.00	2.70	2.70	2.70
482	9/08/2016 12:43:31 PM	30	23.1	42	23.0	38	1015.2	1020.8	1.1	2.5	S	7.9	23.0	0.00	0.00	2.70	2.70	2.70
483	9/08/2016 1:13:31 PM	30	24.2	41	24.0	34	1014.8	1020.4	1.1	3.6	NE	7.2	24.0	0.00	0.00	2.70	2.70	2.70
484	9/08/2016 1:43:31 PM	30	24.9	36	24.6	35	1014.8	1020.4	2.5	5.0	NW	8.2	24.6	0.00	0.00	2.70	2.70	2.70
485	9/08/2016 2:13:31 PM	30	25.6	36	26.7	31	1014.7	1020.3	3.6	5.0	SEE	8.2	26.7	0.00	0.00	2.70	2.70	2.70
486	9/08/2016 2:43:31 PM	30	25.8	35	27.3	29	1014.7	1020.3	1.1	2.5	E	7.7	27.3	0.00	0.00	2.70	2.70	2.70
487	9/08/2016 3:13:31 PM	30	25.7	33	24.3	33	1014.5	1020.1	1.1	3.6	E	7.0	24.3	0.00	0.00	2.70	2.70	2.70
488	9/08/2016 3:43:31 PM	30	25.7	33	22.1	40	1014.5	1020.1	1.1	2.5	E	7.9	22.1	0.00	0.00	2.70	2.70	2.70
489	9/08/2016 4:13:31 PM	30	32.0	28	21.8	46	1014.2	1019.8	2.5	3.6	SE	9.7	21.8	0.00	0.00	2.70	2.70	2.70
490	9/08/2016 4:43:31 PM	30	39.3	11	23.2	42	1014.0	1019.6	2.5	5.0	NEE	9.6	23.2	0.00	0.00	2.70	2.70	2.70
491	9/08/2016 5:13:31 PM	30	29.7	27	20.2	51	1014.7	1020.3	0.0	2.5	E	9.8	20.2	0.00	0.00	2.70	2.70	2.70
492	9/08/2016 5:43:31 PM	30	25.0	35	19.0	58	1014.8	1020.4	0.0	1.1	E	10.6	19.0	0.00	0.00	2.70	2.70	2.70
493	9/08/2016 6:13:31 PM	30	22.6	43	17.9	64	1014.9	1020.5	0.0	1.1	E	11.0	17.9	0.00	0.00	2.70	2.70	2.70
494	9/08/2016 6:43:31 PM	30	21.1	49	17.3	68	1015.2	1020.8	0.0	0.0	E	11.4	17.3	0.00	0.00	2.40	2.70	2.70
495	9/08/2016 7:13:31 PM	30	20.0	51	16.3	72	1015.3	1020.9	0.0	0.0	E	11.3	16.3	0.00	0.00	2.40	2.70	2.70
496	9/08/2016 7:43:31 PM	30	19.0	55	15.5	77	1015.7	1021.3	0.0	0.0	E	11.5	15.5	0.00	0.00	2.40	2.70	2.70
497	9/08/2016 8:13:31 PM	30	18.2	58	15.1	80	1016.0	1021.6	0.0	0.0	E	11.7	15.1	0.00	0.00	2.40	2.70	2.70
498	9/08/2016 8:43:31 PM	30	17.4	60	14.7	84	1015.8	1021.4	0.0	0.0	E	12.0	14.7	0.00	0.00	2.40	2.70	2.70
499	9/08/2016 9:13:31 PM	30	16.7	62	14.6	84	1015.5	1021.1	0.0	0.0	E	11.9	14.6	0.00	0.00	2.40	2.70	2.70
500	9/08/2016 9:43:31 PM	30	16.4	63	14.1	86	1015.3	1020.9	0.0	0.0	E	11.8	14.1	0.00	0.00	2.40	2.70	2.70
501	9/08/2016 10:13:31 PM	30	15.8	66	13.9	88	1015.4	1021.0	0.0	0.0	E	12.0	13.9	0.00	0.00	2.40	2.70	2.70
502	9/08/2016 10:43:31 PM	30	15.7	68	14.0	85	1015.6	1021.2	0.0	0.0	E	11.5	14.0	0.00	0.00	2.40	2.70	2.70
503	9/08/2016 11:13:31 PM	30	15.4	68	13.5	87	1015.5	1021.1	0.0	0.0	E	11.4	13.5	0.00	0.00	2.40	2.70	2.70
504	9/08/2016 11:43:31 PM	30	15.0	69	13.4	86	1015.3	1020.9	0.0	0.0	E	11.1	13.4	0.00	0.00	2.40	2.70	2.70
505	10/08/2016 12:13:31 AM	30	14.8	70	13.2	86	1015.4	1021.0	0.0	0.0	E	10.9	13.2	0.00	0.00	2.40	2.70	2.70
506	10/08/2016 12:43:31 AM	30	14.7	71	13.3	86	1015.4	1021.0	0.0	0.0	E	11.0	13.3	0.00	0.00	2.40	2.70	2.70
507	10/08/2016 1:13:31 AM	30	14.5	71	13.1	87	1015.2	1020.8	0.0	0.0	E	11.0	13.1	0.00	0.00	2.40	2.70	2.70
508	10/08/2016 1:43:31 AM	30	14.2	72	12.6	89	1014.9	1020.5	0.0	0.0	E	10.9	12.6	0.00	0.00	1.80	2.70	2.70
509	10/08/2016 2:13:31 AM	30	14.0	72	12.5	90	1014.7	1020.3	0.0	0.0	E	10.9	12.5	0.00	0.00	0.60	2.70	2.70
510	10/08/2016 2:43:31 AM	30	13.7	74	12.3	91	1014.5	1020.1	0.0	0.0	E	10.9	12.3	0.00	0.00	0.60	2.70	2.70
511	10/08/2016 3:13:31 AM	30	13.5	75	12.1	92	1014.3	1019.9	0.0	0.0	E	10.9	12.1	0.00	0.00	0.60	2.70	2.70
512	10/08/2016 3:43:31 AM	30	13.4	75	12.0	92	1014.2	1019.8	0.0	0.0	E	10.8	12.0	0.00	0.00	0.30	2.70	2.70
513	10/08/2016 4:13:31 AM	30	13.2	75	11.8	94	1014.1	1019.7	0.0	0.0	E	10.9	11.8	0.00	0.00	0.30	2.70	2.70
514	10/08/2016 4:43:31 AM	30	13.1	76	11.8	94	1014.3	1019.9	0.0	1.1	E	10.9	11.8	0.00	0.00	0.30	2.70	2.70
515	10/08/2016 5:13:31 AM	30	13.0	76	11.8	93	1014.5	1020.1	0.0	0.0	E	10.7	11.8	0.00	0.00	0.30	2.70	2.70
516	10/08/2016 5:43:31 AM	30	12.7	77	11.8	92	1014.7	1020.3	0.0	0.0	E	10.6	11.8	0.00	0.00	0.30	2.70	2.70
517	10/08/2016 6:13:31 AM	30	12.6	77	11.5	92	1015.0	1020.6	0.0	0.0	E	10.3	11.5	0.00	0.00	0.30	2.70	2.70
518	10/08/2016 6:43:31 AM	30	12.5	77	11.9	91	1015.5	1021.1	0.0	0.0	S	10.5	11.9	0.00	0.00	0.30	2.70	2.70
519	10/08/2016 7:13:31 AM	30	12.5	78	12.1	89	1015.8	1021.4	0.0	2.5	S	10.4	12.1	0.00	0.00	0.30	2.70	2.70
520	10/08/2016 7:43:31 AM	30	12.8	80	13.9	86	1016.1	1021.7	1.1	2.5	S	11.6	13.9	0.00	0.00	0.30	2.70	2.70
521	10/08/2016 8:13:31 AM	30	13.3	80	14.6	78	1016.2	1021.8	1.1	3.6	W	10.8	14.6	0.00	0.00	0.30	2.70	2.70
522	10/08/2016 8:43:31 AM	30	14.3	80	16.4	70	1016.4	1022.0	1.1	2.5	SW	10.9	16.4	0.00	0.00	0.30	2.70	2.70
523	10/08/2016 9:13:31 AM	30	15.7	77	19.3	58	1016.5	1022.1	0.0	0.0	SW	10.9	19.3	0.00	0.00	0.30	2.70	2.70
524	10/08/2016 9:43:31 AM	30	17.1	71	19.1	61	1016.6	1022.2	1.1	2.5	SE	11.4	19.1	0.00	0.00	0.30	2.70	2.70
525	10/08/2016 10:13:31 AM	30	18.6	66	20.1	57	1016.3	1021.9	0.0	1.1	NWW	11.3	20.1	0.00	0.00	0.30	2.70	2.70
526	10/08/2016 10:43:31 AM	30	20.1	61	21.1	53	1016.0	1021.6	0.0	1.1	S	11.2	21.1	0.00	0.00	0.30	2.70	2.70
527	10/08/2016 11:13:31 AM	30	21.5	53	22.2	49	1015.6	1021.2	1.1	3.6	SW	11.0	22.2	0.00	0.00	0.30	2.70	2.70
528	10/08/2016 11:43:31 AM	30	22.8	49	23.1	47	1015.3	1020.9	2.5	6.1	W	11.2	23.1	0.00	0.00	0.30	2.70	2.70
529	10/08/2016 12:13:31 PM	30	23.9	47	23.9	47	1014.6	1020.2	0.0	2.5	E	11.9	23.9	0.00	0.00	0.30	2.70	2.70
530	10/08/2016 12:43:31 PM	30	25.0	44	24.9	43	1014.0	1019.6	3.6	5.0	SE	11.5	24.9	0.00	0.00	0.30	2.70	2.70
531	10/08/2016 1:13:31 PM	30	25.7	42	25.4	41	1013.5	1019.1	1.1	2.5	SW	11.2	25.4	0.00	0.00	0.30	2.70	2.70
532	10/08/2016 1:43:31 PM	30	26.2	42	25.0	42	1013.3	1018.9	0.0	1.1	SE	11.2	25.0	0.00	0.00	0.30	2.70	2.70
533	10/08/2016 2:13:31 PM	30	26.3	41	26.3	41	1013.0	1018.6	2.5	7.2	SE	12.0	26.3	0.00	0.00	0.30	2.70	2.70
534	10/08/2016 2:43:31 PM	30	26.3	42	26.0	43	1012.9	1018.5	5.0	7.2	SEE	12.5	26.0	0.00	0.00	0.30	2.70	2.70
535	10/08/2016 3:13:31 PM	30	26.3	43	25.1	45	1012.8	1018.4	2.5	3.6	NE	12.4	25.1	0.00	0.00	0.30	2.70	2.70
536	10/08/2016 3:43:31 PM	30	26.4	42	23.0	53	1012.9	1018.5	2.5	5.0	E	12.9	23.0	0.00	0.00	0.30	2.70	2.70
537	10/08/2016 4:13:31 PM	30	32.1	34	22.6	54	1012.6	1018.2	1.1	3.6	NE	12.9	22.6	0.00	0.00	0.30	2.70	2.70
538	10/08/2016 4:43:31 PM	30	39.2	20	23.4	53	1012.6	1018.2	2.5	3.6	NE	13.3	23.4	0.00	0.00	0.30	2.70	2.70
539	10/08/2016 5:13:31 PM	30	30.7	32	20.9	64	1013.4	1019.0	1.1	2.5	NE	13.9	20.9	0.00	0.00	0.30	2.70	2.70
540	10/08/2016 5:43:31 PM	30	25.4	48	20.0	70	1013.4	1019.0	1.1	3.6	E	14.4	20.0	0.00	0.00	0.30	2.70	2.70
541	10/08/2016 6:13:31 PM	30	23.0	56	19.3	75	1013.9	1019.5	0.0	1.1	E	14.8	19.3	0.00	0.00	0.30	2.70	2.70
542	10/08/2016 6:43:31 PM	30	21.7	60	18.7	78	1014.3	1019.9	0.0	0.0	E	14.8	18.7	0.00	0.00	0.30	2.70	2.70
543	10/08/2016 7:13:31 PM	30	21.1	63	18.5	80	1014.5	1020.1	0.0	0.0	E	15.0	18.5	0.00	0.00	0.30	2.70	2.70
544	10/08/2016 7:43:31 PM	30	20.4	63	17.9	80	1014.7	1020.3	0.0	2.5	E	14.4	17.9	0.00	0.00	0.30	2.70	2.70
545	10/08/2016 8:13:31 PM	30	19.8	67	17.7	80	1014.9	1020.5	0.0	0.0	W	14.2	17.7	0.00	0.00	0.30	2.70	2.70
546	10/08/2016 8:43:31 PM	30	19.4	66	17.2	81	1014.9	1020.5	0.0	0.0	NW	13.9	17.2	0.00	0.00	0.30	2.70	2.70
547	10/08/2016 9:13:31 PM	30	19.0	70	17.4	79	1014.8	1020.4	0.0	2.5	W	13.7	17.4	0.00	0.00	0.30	2.70	2.70
548	10/08/2016 9:43:31 PM	30	18.6	72	17.7	79	1014.7	1020.3	0.0	0.0	NW	14.0	17.7	0.00	0.00	0.30	2.70	2.70
549	10/08/2016 10:13:31 PM	30	18.4	73	17.3	79	1014.5	1020.1	0.0	2.5	N	13.6	17.3	0.00	0.00	0.30	2.70	2.70
550	10/08/2016 10:43:31 PM	30	18.2	73	17.1	80	1014.3	1019.9	0.0	1.1	SE	13.6	17.1	0.00	0.00	0.30	2.70	2.70
551	10/08/2016 11:13:31 PM	30	18.0	73	17.0	79	1013.8	1019.4	0.0	2.5	E	13.4	17.0	0.00	0.00	0.30	2.70	2.70
552	10/08/2016 11:43:31 PM	30	17.8	72	17.0	79	1013.8	1019.4	0.0	2.5	NW	13.4	17.0	0.00	0.00	0.30	2.70	2.70
553	11/08/2016 12:13:31 AM	30	17.6	72	16.5	80	1014.0	1019.6	0.0	0.0	NW	13.1	16.5	0.00	0.00	0.30	2.70	2.70
554	11/08/2016 12:43:31 AM	30	17.1	71	15.5	85	1014.1	1019.7	0.0	0.0	NW	13.0	15.5	0.00	0.00	0.30	2.70	2.70
555	11/08/2016 1:13:31 AM	30	16.5	72	15.0	88	1013.9	1019.5	0.0	0.0	NW	13.0	15.0	0.00	0.00	0.30	2.70	2.70
556	11/08/2016 1:43:31 AM	30	15.9	74	14.4	91	1013.4	1019.0	0.0	0.0	NW	13.0	14.4	0.00	0.00	0.30	2.70	2.70
557	11/08/2016 2:13:31 AM	30	15.8	74	14.4	91	1013.3	1018.9	0.0	0.0	NW	13.0	14.4	0.00	0.00	0.30	2.70	2.70
558	11/08/2016 2:43:31 AM	30	15.6	75	14.0	92	1013.2	1018.8	0.0	0.0	NW	12.7	14.0	0.00	0.00	0.30	2.70	2.70
559	11/08/2016 3:13:31 AM	30	15.3	75	13.5	94	1013.3	1018.9	0.0	0.0	NW	12.6	13.5	0.00	0.00	0.30	2.70	2.70
560	11/08/2016 3:43:31 AM	30	14.8	76	13.0	94	1013.3	1018.9	0.0	0.0	NW	12.1	13.0	0.00	0.00	0.30	2.70	2.70
561	11/08/2016 4:13:31 AM	30	14.6	77	12.8	94	1013.2	1018.8	0.0	0.0	NW	11.9	12.8	0.00	0.00	0.00	2.70	2.70
562	11/08/2016 4:43:31 AM	30	14.3	78	12.7	95	1013.3	1018.9	0.0	0.0	NW	11.9	12.7	0.00	0.00	0.00	2.70	2.70
563	11/08/2016 5:13:31 AM	30	14.1	78	12.4	95	1013.7	1019.3	0.0	0.0	NW	11.6	12.4	0.00	0.00	0.00	2.70	2.70
564	11/08/2016 5:43:31 AM	30	13.9	79	12.7	97	1014.2	1019.8	0.0	0.0	S	12.3	12.7	0.00	0.00	0.00	2.70	2.70
565	11/08/2016 6:13:31 AM	30	13.7	80	12.3	96	1014.3	1019.9	0.0	0.0	S	11.7	12.3	0.00	0.00	0.00	2.70	2.70
566	11/08/2016 6:43:31 AM	30	13.6	81	12.6	97	1014.4	1020.0	0.0	0.0	S	12.2	12.6	0.00	0.00	0.00	2.70	2.70
567	11/08/2016 7:13:31 AM	30	13.5	82	12.8	97	1014.4	1020.0	0.0	0.0	S	12.4	12.8	0.00	0.00	0.00	2.70	2.70
568	11/08/2016 7:43:31 AM	30	13.8	83	15.1	95	1014.7	1020.3	0.0	0.0	S	14.3	15.1	0.00	0.00	0.00	2.70	2.70
569	11/08/2016 8:13:31 AM	30	14.6	85	16.0	84	1014.9	1020.5	0.0	0.0	E	13.3	16.0	0.00	0.00	0.00	2.70	2.70
570	11/08/2016 8:43:31 AM	30	15.6	86	18.0	77	1014.8	1020.4	0.0	0.0	W	13.9	18.0	0.00	0.00	0.00	2.70	2.70
571	11/08/2016 9:13:31 AM	30	17.1	78	20.3	61	1014.7	1020.3	0.0	2.5	W	12.6	20.3	0.00	0.00	0.00	2.70	2.70
572	11/08/2016 9:43:31 AM	30	19.2	70	21.2	58	1014.4	1020.0	2.5	3.6	NW	12.6	21.2	0.00	0.00	0.00	2.70	2.70
573	11/08/2016 10:13:31 AM	30	20.9	61	22.1	54	1014.5	1020.1	0.0	1.1	W	12.4	22.1	0.00	0.00	0.00	2.70	2.70
574	11/08/2016 10:43:31 AM	30	22.4	58	23.4	54	1014.0	1019.6	1.1	2.5	W	13.6	23.4	0.00	0.00	0.00	2.70	2.70
575	11/08/2016 11:13:31 AM	30	23.5	55	23.5	54	1013.6	1019.2	2.5	5.0	S	13.7	23.5	0.00	0.00	0.00	2.70	2.70
576	11/08/2016 11:43:31 AM	30	24.1	53	24.2	51	1013.1	1018.7	0.0	2.5	W	13.5	24.2	0.00	0.00	0.00	2.70	2.70
577	11/08/2016 12:13:31 PM	30	25.3	50	25.0	47	1012.5	1018.1	1.1	2.5	NW	12.9	25.0	0.00	0.00	0.00	2.70	2.70
578	11/08/2016 12:43:31 PM	30	25.7	41	25.3	40	1011.9	1017.5	2.5	5.0	NW	10.8	25.3	0.00	0.00	0.00	2.70	2.70
579	11/08/2016 1:13:31 PM	30	26.2	42	27.3	38	1011.4	1017.0	5.0	11.2	SWW	11.8	27.3	0.00	0.00	0.00	2.70	2.70
580	11/08/2016 1:43:31 PM	30	26.4	40	26.4	38	1010.8	1016.4	1.1	3.6	SSW	11.0	26.4	0.00	0.00	0.00	2.70	2.70
581	11/08/2016 2:13:31 PM	30	26.7	41	27.9	37	1010.5	1016.1	1.1	5.0	S	11.9	27.9	0.00	0.00	0.00	2.70	2.70
582	11/08/2016 2:43:31 PM	30	27.7	36	27.9	33	1010.2	1015.8	1.1	3.6	W	10.2	27.9	0.00	0.00	0.00	2.70	2.70
583	11/08/2016 3:13:31 PM	30	27.7	39	27.7	39	1010.3	1015.9	0.0	1.1	SE	12.5	27.7	0.00	0.00	0.00	2.70	2.70
584	11/08/2016 3:43:31 PM	30	26.7	44	24.7	52	1010.5	1016.1	2.5	3.6	E	14.2	24.7	0.00	0.00	0.00	2.70	2.70
585	11/08/2016 4:13:31 PM	30	25.3	50	22.8	58	1010.8	1016.4	0.0	0.0	W	14.1	22.8	0.00	0.00	0.00	2.70	2.70
586	11/08/2016 4:43:31 PM	30	23.0	59	18.6	80	1012.2	1017.8	2.5	6.1	SSW	15.1	18.6	0.60	0.60	0.60	3.30	3.30
587	11/08/2016 5:13:31 PM	30	21.1	62	17.7	80	1012.2	1017.8	1.1	2.5	SW	14.2	17.7	1.20	1.20	1.20	3.90	3.90
588	11/08/2016 5:43:31 PM	30	20.3	65	18.0	81	1012.7	1018.3	0.0	0.0	W	14.7	18.0	0.60	1.20	1.20	3.90	3.90
589	11/08/2016 6:13:31 PM	30	19.9	64	18.9	72	1013.2	1018.8	0.0	3.6	SE	13.8	18.9	0.00	1.20	1.20	3.90	3.90
590	11/08/2016 6:43:31 PM	30	19.6	62	19.2	66	1013.3	1018.9	3.6	6.1	SSW	12.7	19.2	0.00	1.20	1.20	3.90	3.90
591	11/08/2016 7:13:31 PM	30	19.4	65	18.8	71	1013.6	1019.2	2.5	5.0	SW	13.5	18.8	0.00	1.20	1.20	3.90	3.90
592	11/08/2016 7:43:31 PM	30	19.2	65	18.7	71	1013.4	1019.0	2.5	5.0	SW	13.4	18.7	0.00	1.20	1.20	3.90	3.90
593	11/08/2016 8:13:31 PM	30	18.9	65	18.5	71	1013.5	1019.1	0.0	0.0	S	13.2	18.5	0.00	1.20	1.20	3.90	3.90
594	11/08/2016 8:43:31 PM	30	18.7	68	17.4	77	1014.0	1019.6	0.0	0.0	S	13.3	17.4	0.00	1.20	1.20	3.90	3.90
595	11/08/2016 9:13:31 PM	30	18.4	70	17.4	77	1014.4	1020.0	0.0	0.0	W	13.3	17.4	0.00	1.20	1.20	3.90	3.90
596	11/08/2016 9:43:31 PM	30	18.3	71	17.3	78	1014.4	1020.0	0.0	0.0	W	13.4	17.3	0.00	1.20	1.20	3.90	3.90
597	11/08/2016 10:13:31 PM	30	18.1	71	17.1	78	1014.1	1019.7	0.0	0.0	W	13.3	17.1	0.00	1.20	1.20	3.90	3.90
598	11/08/2016 10:43:31 PM	30	18.0	71	17.1	78	1013.7	1019.3	0.0	0.0	W	13.3	17.1	0.00	1.20	1.20	3.90	3.90
599	11/08/2016 11:13:31 PM	30	17.9	70	17.1	78	1013.6	1019.2	0.0	0.0	W	13.3	17.1	0.00	1.20	1.20	3.90	3.90
600	11/08/2016 11:43:31 PM	30	17.7	71	17.1	80	1013.8	1019.4	0.0	0.0	W	13.6	17.1	0.00	1.20	1.20	3.90	3.90
601	12/08/2016 12:13:31 AM	30	17.6	72	16.5	83	1013.8	1019.4	0.0	0.0	W	13.6	16.5	0.00	1.20	1.20	3.90	3.90
602	12/08/2016 12:43:31 AM	30	17.5	73	16.5	88	1013.7	1019.3	0.0	0.0	W	14.5	16.5	0.00	1.20	1.20	3.90	3.90
603	12/08/2016 1:13:31 AM	30	17.3	74	16.4	88	1013.9	1019.5	0.0	0.0	S	14.4	16.4	0.00	1.20	1.20	3.90	3.90
604	12/08/2016 1:43:31 AM	30	17.2	75	16.4	88	1013.8	1019.4	0.0	0.0	SSW	14.4	16.4	0.00	1.20	1.20	3.90	3.90
605	12/08/2016 2:13:31 AM	30	17.0	76	16.2	88	1013.6	1019.2	0.0	0.0	SW	14.2	16.2	0.00	1.20	1.20	3.90	3.90
606	12/08/2016 2:43:31 AM	30	16.9	78	16.3	85	1013.4	1019.0	0.0	0.0	S	13.8	16.3	0.00	1.20	1.20	3.90	3.90
607	12/08/2016 3:13:31 AM	30	16.6	78	16.1	85	1013.2	1018.8	0.0	0.0	SW	13.6	16.1	0.00	1.20	1.20	3.90	3.90
608	12/08/2016 3:43:31 AM	30	16.4	79	15.6	90	1012.8	1018.4	0.0	0.0	SW	14.0	15.6	0.00	1.20	1.20	3.90	3.90
609	12/08/2016 4:13:31 AM	30	16.3	81	15.5	92	1013.0	1018.6	0.0	1.1	S	14.2	15.5	0.00	1.20	1.20	3.90	3.90
610	12/08/2016 4:43:31 AM	30	15.7	81	14.9	93	1013.5	1019.1	0.0	1.1	S	13.8	14.9	0.00	1.20	1.20	3.90	3.90
611	12/08/2016 5:13:31 AM	30	15.6	80	14.2	93	1013.3	1018.9	0.0	0.0	S	13.1	14.2	0.00	1.20	1.20	3.90	3.90
